image_id,preprocess_ms,network_delay_ms,inference_latency_ms,total_latency_ms
20260504_193111_img_0103,117.42,436.0543489456177,41.6595935821533,595.133942527771
20260504_193111_img_0104,115.3,287.8451347351074,37.7981662750244,440.9433010101319
20260504_193111_img_0105,125.165,925.1656532287598,42.9224967956543,1093.253150024414
20260504_193111_img_0106,125.701,1395.4532146453855,45.0916290283203,1566.2458436737058
20260504_193111_img_0107,124.773,1578.3826112747192,42.6115989685058,1745.767210243225
20260504_193111_img_0108,129.023,1093.9249992370603,48.1231212615966,1271.071120498657
20260504_193111_img_0109,127.369,444.391131401062,40.2562618255615,612.0163932266236
20260504_193111_img_0110,130.958,439.3454790115356,45.2854633331298,615.5889423446654
20260504_193111_img_0111,132.275,530.596137046814,37.4066829681396,700.2778200149536
20260504_193111_img_0112,129.499,384.6533298492431,44.6388721466064,558.7912019958495
20260504_193111_img_0113,117.938,279.524564743042,42.2346591949462,439.69722393798816
20260504_193111_img_0114,125.456,349.5396375656128,45.498847961425696,520.4944855270385
20260504_193111_img_0115,123.892,316.3061141967773,41.0139560699462,481.21207026672346
20260504_193111_img_0116,124.035,345.4333543777466,40.0435924530029,509.5119468307495
20260504_193111_img_0117,123.107,314.2166137695312,43.606758117675696,480.9303718872069
20260504_193111_img_0118,122.009,299.8673915863037,41.8329238891601,463.7093154754638
20260504_193111_img_0119,124.232,359.1088056564331,48.5072135925293,531.8480192489624
20260504_193111_img_0120,125.901,358.3948612213135,45.0162887573242,529.3121499786376
20260504_193111_img_0121,125.765,313.8390779495239,44.0444946289062,483.6485725784301
20260504_193111_img_0122,120.503,274.6978998184204,43.5264110565185,438.7273108749389
20260504_193111_img_0123,121.409,292.5240993499756,39.077043533325096,453.0101428833007
20260504_193111_img_0124,121.259,293.9835786819458,43.180465698242095,458.4230443801879
20260504_193111_img_0125,123.204,671.6295480728149,43.1721210479736,838.0056691207885
20260504_193111_img_0126,128.54,455.0017118453979,39.5936965942382,623.1354084396361
20260504_193111_img_0127,127.272,474.6092557907104,35.6054306030273,637.4866863937377
20260504_193111_img_0128,124.254,387.2605562210083,41.64719581604,553.1617520370482
20260504_193111_img_0129,125.249,394.8686122894287,38.515567779541,558.6331800689698
20260504_193111_img_0130,131.127,547.1853017807007,43.3363914489746,721.6486932296752
20260504_193111_img_0131,131.844,549.3474006652832,41.3899421691894,722.5813428344727
20260504_193111_img_0132,134.254,544.9701547622681,43.4472560882568,722.6714108505249
20260504_193111_img_0133,131.78,487.161636352539,45.0613498687744,664.0029862213133
